96651529,Joaquin,Sanchez,jsanchezb@gmail.com,socio,True,False,2023-12-07,jsanchezb@gmail.com
75618063,Martina,Lopez,mlopeze@gmail.com,socio,True,False,2025-07-09,mlopeze@gmail.com
22868114,Diego,Bravo,dbravov@gmail.com,socio,True,False,2024-02-03,dbravov@gmail.com
65527054,Alonso,Garcia,agarciai@gmail.com,socio,True,False,2024-11-21,agarciai@gmail.com
96013558,Sebastian,Cruz,scruzo@gmail.com,socio,True,False,2024-05-17,scruzo@gmail.com
56542534,Franco,Fuentes,ffuentesm@gmail.com,socio,True,False,2024-03-09,ffuentesm@gmail.com
36111698,Martina,Cruz,mcruzk@gmail.com,socio,True,False,2024-06-14,mcruzk@gmail.com
75766986,Florencia,Martinez,fmartinezp@gmail.com,socio,False,False,2024-08-27,fmartinezp@gmail.com
89796198,Clara,Ibarra,cibarrar@gmail.com,socio,True,False,2024-11-27,cibarrar@gmail.com
61675284,Andrea,Diaz,adiazh@gmail.com,socio,True,False,2025-08-16,adiazh@gmail.com
42026149,Paula,Alarcon,palarconf@gmail.com,socio,True,False,2025-02-19,palarconf@gmail.com
95701525,Andrea,Munoz,amunozc@gmail.com,socio,True,False,2024-10-27,amunozc@gmail.com
96899734,Joaquin,Lopez,jlopezv@gmail.com,socio,True,False,2024-05-17,jlopezv@gmail.com
96125202,Antonia,Juarez,ajuarezg@gmail.com,socio,True,False,2025-10-08,ajuarezg@gmail.com
47535023,Ricardo,Garcia,rgarciar@gmail.com,socio,True,False,2025-10-28,rgarciar@gmail.com
81629042,Sebastian,Martinez,smartinezm@gmail.com,socio,True,False,2025-04-25,smartinezm@gmail.com
64637585,Franco,Sanchez,fsanchezg@gmail.com,socio,True,False,2024-05-16,fsanchezg@gmail.com
13915876,Hector,Silva,hsilvaf@gmail.com,socio,True,False,2025-04-04,hsilvaf@gmail.com
21725411,Ricardo,Juarez,rjuarezs@gmail.com,socio,True,False,2024-10-05,rjuarezs@gmail.com
13934470,Ricardo,Cruz,rcruzs@gmail.com,socio,True,False,2025-06-13,rcruzs@gmail.com
81533086,Camila,Gutierrez,cgutierrezi@gmail.com,socio,False,False,2025-04-12,cgutierrezi@gmail.com
47732986,Hector,Herrera,hherrerar@gmail.com,socio,True,False,2024-09-27,hherrerar@gmail.com
39314563,Alonso,Munoz,amunozg@gmail.com,socio,True,False,2024-03-30,amunozg@gmail.com
89810596,Catalina,Sanchez,csanchezc@gmail.com,socio,True,False,2024-03-25,csanchezc@gmail.com
21916915,Paula,Rojas,projasm@gmail.com,socio,True,False,2024-06-22,projasm@gmail.com
24787439,Joaquin,Flores,jfloreso@gmail.com,socio,False,False,2025-01-02,jfloreso@gmail.com
71939315,Catalina,Navarro,cnavarroj@gmail.com,socio,True,False,2024-05-23,cnavarroj@gmail.com
12916275,Lucas,Ibarra,libarrag@gmail.com,socio,True,False,2025-02-20,libarrag@gmail.com
97952978,Antonia,Romero,aromeroi@gmail.com,socio,True,False,2024-07-08,aromeroi@gmail.com
13077195,Martina,Ibarra,mibarrac@gmail.com,socio,True,False,2025-10-03,mibarrac@gmail.com
64155199,Maria,Gonzalez,mgonzalezd@gmail.com,socio,True,False,2024-08-18,mgonzalezd@gmail.com
95430781,Mateo,Fuentes,mfuentesr@gmail.com,socio,True,False,2024-02-29,mfuentesr@gmail.com
22730930,Elena,Diaz,ediazh@gmail.com,socio,True,False,2025-04-26,ediazh@gmail.com
96517797,Catalina,Rodriguez,crodriguezv@gmail.com,socio,True,False,2025-07-23,crodriguezv@gmail.com
43347800,Martina,Kraus,mkrausk@gmail.com,socio,True,False,2024-06-10,mkrausk@gmail.com
77783212,Antonia,Kraus,akrausc@gmail.com,socio,True,False,2025-08-29,akrausc@gmail.com
64286033,Andrea,Flores,aflorese@gmail.com,socio,True,False,2025-10-05,aflorese@gmail.com
14806688,Catalina,Munoz,cmunozf@gmail.com,socio,True,False,2024-05-03,cmunozf@gmail.com
46091766,Diego,Romero,dromerom@gmail.com,socio,True,False,2025-10-25,dromerom@gmail.com
57146553,Camila,Garcia,cgarciae@gmail.com,socio,True,False,2024-12-03,cgarciae@gmail.com
49064606,Laura,Bravo,lbravog@gmail.com,socio,True,False,2025-04-29,lbravog@gmail.com
25795290,Franco,Gonzalez,fgonzalezm@gmail.com,socio,True,False,2023-12-26,fgonzalezm@gmail.com
21100757,Ricardo,Silva,rsilvag@gmail.com,socio,True,False,2024-05-22,rsilvag@gmail.com
45833447,Franco,Miranda,fmirandag@gmail.com,socio,True,False,2025-09-23,fmirandag@gmail.com
52339082,Pablo,Navarro,pnavarroj@gmail.com,socio,False,False,2025-04-28,pnavarroj@gmail.com
59894443,Mateo,Romero,mromeroa@gmail.com,socio,True,False,2024-11-19,mromeroa@gmail.com
17259175,Franco,Vega,fvegae@gmail.com,socio,True,False,2025-04-07,fvegae@gmail.com
27492407,Andrea,Munoz,amunozj@gmail.com,socio,True,False,2025-03-25,amunozj@gmail.com
32163704,Franco,Garcia,fgarciaj@gmail.com,socio,True,False,2024-09-21,fgarciaj@gmail.com
69078199,Sofia,Gutierrez,sgutierrezg@gmail.com,socio,True,False,2025-09-04,sgutierrezg@gmail.com
31924788,Pablo,Romero,promerom@gmail.com,socio,True,False,2024-01-31,promerom@gmail.com
53803022,Martina,Rojas,mrojaso@gmail.com,socio,True,False,2025-06-26,mrojaso@gmail.com
15232080,Pablo,Ortiz,portizp@gmail.com,socio,True,False,2025-09-09,portizp@gmail.com
14366461,Marcos,Sanchez,msanchezf@gmail.com,socio,True,False,2024-11-15,msanchezf@gmail.com
39194304,Diego,Cruz,dcruzr@gmail.com,socio,True,False,2024-06-25,dcruzr@gmail.com
80522721,Elena,Martinez,emartinezn@gmail.com,socio,True,False,2024-12-02,emartinezn@gmail.com
24089904,Antonia,Gutierrez,agutierrezm@gmail.com,socio,True,False,2025-05-28,agutierrezm@gmail.com
79151638,Marcos,Bravo,mbravom@gmail.com,socio,True,False,2025-01-27,mbravom@gmail.com
23215963,Jose,Rodriguez,jrodriguezi@gmail.com,socio,True,False,2024-10-29,jrodriguezi@gmail.com
80849046,Maria,Bravo,mbravoa@gmail.com,socio,True,False,2024-11-23,mbravoa@gmail.com
78894230,Lucas,Munoz,lmunozk@gmail.com,socio,True,False,2024-02-08,lmunozk@gmail.com
77351525,Diego,Silva,dsilvad@gmail.com,socio,True,False,2023-12-14,dsilvad@gmail.com
49482988,Sofia,Garcia,sgarciac@gmail.com,socio,False,False,2025-07-10,sgarciac@gmail.com
14086791,Marcos,Castillo,mcastillod@gmail.com,socio,True,False,2025-02-16,mcastillod@gmail.com
41853502,Laura,Vargas,lvargasm@gmail.com,socio,True,False,2024-09-08,lvargasm@gmail.com
57284472,Ignacio,Rodriguez,irodriguezf@gmail.com,socio,True,False,2024-11-29,irodriguezf@gmail.com
78154367,Isabella,Ibarra,iibarram@gmail.com,socio,True,False,2024-08-12,iibarram@gmail.com
70669901,Diego,Romero,dromeroe@gmail.com,socio,True,False,2024-10-19,dromeroe@gmail.com
25766820,Tomas,Rodriguez,trodriguezv@gmail.com,socio,True,False,2024-08-03,trodriguezv@gmail.com
43328870,Diego,Diaz,ddiazn@gmail.com,socio,True,False,2025-09-26,ddiazn@gmail.com
54417200,Mateo,Cruz,mcruzv@gmail.com,socio,True,False,2024-12-22,mcruzv@gmail.com
45588047,Alonso,Arias,aariasr@gmail.com,socio,True,False,2025-06-22,aariasr@gmail.com
66609483,Jose,Castillo,jcastillof@gmail.com,socio,True,False,2024-12-02,jcastillof@gmail.com
14009379,Lucas,Castillo,lcastilloj@gmail.com,socio,True,False,2024-08-04,lcastilloj@gmail.com
60412729,Alonso,Flores,afloresg@gmail.com,socio,False,False,2025-05-30,afloresg@gmail.com
74783604,Valentina,Fuentes,vfuentesp@gmail.com,socio,False,False,2025-09-01,vfuentesp@gmail.com
94237070,Paula,Rodriguez,prodriguezs@gmail.com,socio,False,False,2024-06-14,prodriguezs@gmail.com
17500377,Andrea,Garcia,agarciam@gmail.com,socio,True,False,2024-11-25,agarciam@gmail.com
57734052,Ricardo,Vargas,rvargasr@gmail.com,socio,True,False,2024-08-16,rvargasr@gmail.com
99061770,Benjamin,Arias,bariaso@gmail.com,socio,True,False,2024-01-01,bariaso@gmail.com
65668310,Marcos,Echeverria,mecheverriaa@gmail.com,socio,True,False,2024-02-16,mecheverriaa@gmail.com
87917307,Sofia,Vargas,svargasf@gmail.com,socio,True,False,2024-09-03,svargasf@gmail.com
20664632,Mateo,Vargas,mvargasm@gmail.com,socio,True,False,2024-12-02,mvargasm@gmail.com
31297075,Sebastian,Castillo,scastilloe@gmail.com,socio,True,False,2025-03-12,scastilloe@gmail.com
16204328,Sebastian,Herrera,sherreraj@gmail.com,socio,True,False,2023-12-09,sherreraj@gmail.com
79478250,Camila,Navarro,cnavarroj@gmail.com,socio,True,False,2024-01-13,cnavarroj@gmail.com
59902895,Isabella,Munoz,imunozr@gmail.com,socio,True,False,2025-07-17,imunozr@gmail.com
31711516,Martina,Lopez,mlopezm@gmail.com,socio,True,False,2025-10-02,mlopezm@gmail.com
41858513,Martina,Bravo,mbravob@gmail.com,socio,True,False,2024-06-11,mbravob@gmail.com
99347323,Tomas,Kraus,tkrausg@gmail.com,socio,True,False,2024-01-23,tkrausg@gmail.com
85107929,Tomas,Alarcon,talarconr@gmail.com,socio,True,False,2025-01-04,talarconr@gmail.com
65326443,Maria,Miranda,mmirandas@gmail.com,socio,True,False,2025-02-23,mmirandas@gmail.com
28134771,Catalina,Juarez,cjuarezg@gmail.com,socio,True,False,2025-01-02,cjuarezg@gmail.com
35011193,Isabella,Lopez,ilopezv@gmail.com,socio,True,False,2024-06-30,ilopezv@gmail.com
51198679,Alonso,Garcia,agarciaa@gmail.com,socio,True,False,2024-07-18,agarciaa@gmail.com
32341047,Martina,Echeverria,mecheverriab@gmail.com,socio,True,False,2025-03-04,mecheverriab@gmail.com
79562789,Ricardo,Alarcon,ralarconc@gmail.com,socio,True,False,2024-12-30,ralarconc@gmail.com
62099344,Jose,Lopez,jlopezv@gmail.com,socio,True,False,2025-08-06,jlopezv@gmail.com
91854015,Catalina,Herrera,cherrerag@gmail.com,socio,True,False,2025-08-02,cherrerag@gmail.com
64140124,Antonia,Flores,afloresa@gmail.com,socio,True,False,2024-02-14,afloresa@gmail.com
88294032,Valentina,Alarcon,valarconh@gmail.com,socio,True,False,2024-03-11,valarconh@gmail.com
79707411,Gabriel,Bravo,gbravof@gmail.com,socio,True,False,2024-05-03,gbravof@gmail.com
29581571,Valentina,Navarro,vnavarrof@gmail.com,socio,True,False,2024-10-08,vnavarrof@gmail.com
17040058,Valentina,Lopez,vlopezj@gmail.com,socio,True,False,2025-03-14,vlopezj@gmail.com
17144913,Sebastian,Echeverria,secheverrias@gmail.com,socio,True,False,2024-05-26,secheverrias@gmail.com
79904163,Hector,Vargas,hvargasc@gmail.com,socio,True,False,2025-02-27,hvargasc@gmail.com
54004355,Catalina,Flores,cfloresc@gmail.com,socio,True,False,2024-08-01,cfloresc@gmail.com
59907517,Andrea,Garcia,agarciab@gmail.com,socio,True,False,2024-04-08,agarciab@gmail.com
55274881,Mateo,Juarez,mjuarezr@gmail.com,socio,True,False,2024-09-25,mjuarezr@gmail.com
45049385,Joaquin,Alarcon,jalarcona@gmail.com,socio,False,False,2024-09-06,jalarcona@gmail.com
59344483,Tomas,Romero,tromerom@gmail.com,socio,True,False,2024-08-17,tromerom@gmail.com
43983232,Elena,Silva,esilvaf@gmail.com,socio,True,False,2025-01-10,esilvaf@gmail.com
69468763,Pablo,Miranda,pmirandaa@gmail.com,socio,True,False,2025-07-25,pmirandaa@gmail.com
53727750,Valentina,Munoz,vmunozg@gmail.com,socio,True,False,2024-05-13,vmunozg@gmail.com
55678510,Pablo,Gonzalez,pgonzalezf@gmail.com,socio,True,False,2025-07-24,pgonzalezf@gmail.com
83461408,Antonia,Juarez,ajuarezi@gmail.com,socio,True,False,2025-08-07,ajuarezi@gmail.com
34938316,Martina,Kraus,mkrausl@gmail.com,socio,True,False,2024-08-28,mkrausl@gmail.com
75762459,Martina,Lopez,mlopezi@gmail.com,socio,True,False,2025-04-06,mlopezi@gmail.com
15443504,Benjamin,Gonzalez,bgonzalezh@gmail.com,socio,True,False,2024-06-20,bgonzalezh@gmail.com
90951928,Ignacio,Perez,iperezp@gmail.com,socio,True,False,2024-11-12,iperezp@gmail.com
49657594,Paula,Alarcon,palarcone@gmail.com,socio,True,False,2024-03-02,palarcone@gmail.com
12542831,Marcos,Perez,mperezf@gmail.com,socio,True,False,2024-02-08,mperezf@gmail.com
38933153,Benjamin,Flores,bfloresv@gmail.com,socio,True,False,2025-04-20,bfloresv@gmail.com
74958696,Marcos,Gonzalez,mgonzaleza@gmail.com,socio,True,False,2025-03-23,mgonzaleza@gmail.com
30554468,Isabella,Gonzalez,igonzalezv@gmail.com,socio,True,False,2024-04-21,igonzalezv@gmail.com
37000081,Diego,Castillo,dcastillof@gmail.com,socio,True,False,2024-08-04,dcastillof@gmail.com
48039789,Paula,Perez,pperezm@gmail.com,socio,True,False,2025-06-28,pperezm@gmail.com
34107548,Lucas,Flores,lfloresr@gmail.com,socio,True,False,2024-11-10,lfloresr@gmail.com
37010823,Mateo,Lopez,mlopezg@gmail.com,socio,False,False,2024-09-07,mlopezg@gmail.com
66172795,Antonia,Miranda,amirandag@gmail.com,socio,True,False,2024-12-06,amirandag@gmail.com
28635581,Valentina,Arias,variasr@gmail.com,socio,False,False,2024-01-30,variasr@gmail.com
71028078,Alonso,Munoz,amunozp@gmail.com,socio,False,False,2025-10-28,amunozp@gmail.com
68602595,Ignacio,Juarez,ijuarezd@gmail.com,socio,True,False,2024-03-22,ijuarezd@gmail.com
19529189,Maria,Rojas,mrojase@gmail.com,socio,True,False,2024-05-18,mrojase@gmail.com
90373373,Florencia,Romero,fromeroi@gmail.com,socio,True,False,2024-10-27,fromeroi@gmail.com
40821253,Martina,Navarro,mnavarrof@gmail.com,socio,True,False,2024-10-21,mnavarrof@gmail.com
52905617,Diego,Diaz,ddiazn@gmail.com,socio,True,False,2024-07-08,ddiazn@gmail.com
49835820,Elena,Romero,eromeron@gmail.com,socio,True,False,2025-07-17,eromeron@gmail.com
46427984,Lucas,Munoz,lmunozp@gmail.com,socio,True,False,2025-02-06,lmunozp@gmail.com
94299475,Camila,Flores,cfloresc@gmail.com,socio,True,False,2025-10-10,cfloresc@gmail.com
97569763,Mateo,Vargas,mvargasr@gmail.com,socio,True,False,2024-12-27,mvargasr@gmail.com
23223970,Mateo,Echeverria,mecheverriac@gmail.com,socio,True,False,2025-01-17,mecheverriac@gmail.com
40101068,Ignacio,Diaz,idiazg@gmail.com,socio,True,False,2025-03-06,idiazg@gmail.com
59432993,Joaquin,Cruz,jcruze@gmail.com,socio,True,False,2023-11-18,jcruze@gmail.com
82512371,Sofia,Navarro,snavarrog@gmail.com,socio,True,False,2025-02-08,snavarrog@gmail.com
95870825,Hector,Romero,hromerom@gmail.com,socio,True,False,2024-07-19,hromerom@gmail.com
18252735,Alonso,Silva,asilvar@gmail.com,socio,True,False,2023-11-15,asilvar@gmail.com
40061384,Franco,Lopez,flopezo@gmail.com,socio,True,False,2024-08-02,flopezo@gmail.com
61094305,Marcos,Ortiz,mortizr@gmail.com,socio,True,False,2024-10-13,mortizr@gmail.com
91108640,Ignacio,Munoz,imunozr@gmail.com,socio,False,False,2025-03-07,imunozr@gmail.com
14097211,Clara,Navarro,cnavarrog@gmail.com,socio,True,False,2024-11-14,cnavarrog@gmail.com
21269218,Elena,Garcia,egarcian@gmail.com,socio,True,False,2025-02-24,egarcian@gmail.com
38438367,Isabella,Fuentes,ifuentesn@gmail.com,socio,True,False,2024-06-11,ifuentesn@gmail.com
44587908,Franco,Cruz,fcruzg@gmail.com,socio,True,False,2024-11-11,fcruzg@gmail.com
57639677,Ricardo,Alarcon,ralarconv@gmail.com,socio,False,False,2025-04-11,ralarconv@gmail.com
99113435,Ignacio,Romero,iromerog@gmail.com,socio,True,False,2024-10-23,iromerog@gmail.com
11657584,Catalina,Herrera,cherreral@gmail.com,socio,True,False,2024-01-11,cherreral@gmail.com
34466254,Valentina,Alarcon,valarcond@gmail.com,socio,True,False,2023-12-28,valarcond@gmail.com
27269849,Gabriel,Gonzalez,ggonzaleze@gmail.com,socio,True,False,2024-04-09,ggonzaleze@gmail.com
25775968,Marcos,Ibarra,mibarrag@gmail.com,socio,True,False,2025-11-01,mibarrag@gmail.com
86741851,Isabella,Navarro,inavarros@gmail.com,socio,True,False,2024-07-14,inavarros@gmail.com
77054390,Marcos,Martinez,mmartinezp@gmail.com,socio,True,False,2025-10-11,mmartinezp@gmail.com
99520328,Marcos,Flores,mfloresb@gmail.com,socio,True,False,2024-06-20,mfloresb@gmail.com
47249475,Ricardo,Munoz,rmunozr@gmail.com,socio,True,False,2024-10-06,rmunozr@gmail.com
85587150,Elena,Sanchez,esanchezs@gmail.com,socio,True,False,2024-01-03,esanchezs@gmail.com
51058368,Franco,Kraus,fkraush@gmail.com,socio,True,False,2024-08-01,fkraush@gmail.com
62391012,Antonia,Vega,avegar@gmail.com,socio,True,False,2025-09-28,avegar@gmail.com
26123098,Paula,Juarez,pjuarezi@gmail.com,socio,True,False,2025-03-04,pjuarezi@gmail.com
98972344,Alonso,Garcia,agarcian@gmail.com,socio,True,False,2024-05-10,agarcian@gmail.com
16024199,Franco,Lopez,flopezr@gmail.com,socio,True,False,2025-07-19,flopezr@gmail.com
80456417,Alonso,Silva,asilvaj@gmail.com,socio,True,False,2024-10-29,asilvaj@gmail.com
25167361,Sebastian,Perez,sperezd@gmail.com,socio,True,False,2024-06-01,sperezd@gmail.com
91498722,Diego,Fuentes,dfuentesr@gmail.com,socio,False,False,2024-02-15,dfuentesr@gmail.com
97859643,Pablo,Bravo,pbravoc@gmail.com,socio,True,False,2025-03-09,pbravoc@gmail.com
73038815,Franco,Navarro,fnavarron@gmail.com,socio,True,False,2025-06-09,fnavarron@gmail.com
36863265,Paula,Rojas,projasv@gmail.com,socio,True,False,2025-02-17,projasv@gmail.com
61207235,Jose,Sanchez,jsanchezp@gmail.com,socio,True,False,2025-08-05,jsanchezp@gmail.com
38295629,Jose,Navarro,jnavarrom@gmail.com,socio,True,False,2025-09-27,jnavarrom@gmail.com
84506012,Isabella,Gutierrez,igutierreze@gmail.com,socio,True,False,2024-12-11,igutierreze@gmail.com
74081087,Camila,Perez,cperezm@gmail.com,socio,True,False,2024-12-02,cperezm@gmail.com
33040424,Tomas,Arias,tariasc@gmail.com,socio,True,False,2023-12-14,tariasc@gmail.com
74431822,Sebastian,Fuentes,sfuentess@gmail.com,socio,True,False,2025-04-28,sfuentess@gmail.com
99181416,Florencia,Navarro,fnavarroi@gmail.com,socio,True,False,2024-10-23,fnavarroi@gmail.com
27117416,Lucas,Navarro,lnavarrol@gmail.com,socio,True,False,2024-08-10,lnavarrol@gmail.com
11083792,Camila,Arias,cariasc@gmail.com,socio,True,False,2024-08-12,cariasc@gmail.com
17446524,Clara,Alarcon,calarcona@gmail.com,socio,True,False,2023-11-26,calarcona@gmail.com
85503366,Alonso,Fuentes,afuentese@gmail.com,socio,True,False,2025-04-10,afuentese@gmail.com
38411599,Valentina,Bravo,vbravov@gmail.com,socio,True,False,2024-11-11,vbravov@gmail.com
19222054,Hector,Cruz,hcruzr@gmail.com,socio,True,False,2025-10-03,hcruzr@gmail.com
31195815,Valentina,Juarez,vjuarezr@gmail.com,socio,True,False,2025-09-30,vjuarezr@gmail.com
60084669,Martina,Herrera,mherreran@gmail.com,socio,False,False,2025-04-28,mherreran@gmail.com
87392345,Catalina,Martinez,cmartinezm@gmail.com,socio,False,False,2024-10-14,cmartinezm@gmail.com
79907867,Ricardo,Romero,rromerog@gmail.com,socio,True,False,2025-10-19,rromerog@gmail.com
87740212,Clara,Silva,csilvag@gmail.com,socio,True,False,2025-07-19,csilvag@gmail.com
50244106,Laura,Rojas,lrojasg@gmail.com,socio,True,False,2024-03-07,lrojasg@gmail.com
47366900,Franco,Martinez,fmartinezr@gmail.com,socio,True,False,2025-11-03,fmartinezr@gmail.com
77770551,Camila,Flores,cfloresr@gmail.com,socio,True,False,2024-02-06,cfloresr@gmail.com
94242570,Martina,Perez,mpereze@gmail.com,socio,True,False,2024-12-11,mpereze@gmail.com
95115640,Diego,Flores,dfloresm@gmail.com,socio,True,False,2024-12-07,dfloresm@gmail.com
50207357,Mateo,Ibarra,mibarram@gmail.com,socio,True,False,2025-09-11,mibarram@gmail.com
48425508,Marcos,Garcia,mgarciaa@gmail.com,socio,True,False,2024-12-30,mgarciaa@gmail.com
48095332,Antonia,Kraus,akrausc@gmail.com,socio,False,False,2025-05-06,akrausc@gmail.com
43643075,Paula,Gutierrez,pgutierrezc@gmail.com,socio,True,False,2023-12-26,pgutierrezc@gmail.com
21188393,Diego,Gonzalez,dgonzalezf@gmail.com,socio,True,False,2025-01-06,dgonzalezf@gmail.com
18329407,Florencia,Herrera,fherrerak@gmail.com,socio,True,False,2023-12-04,fherrerak@gmail.com
16808027,Pablo,Munoz,pmunoza@gmail.com,socio,True,False,2025-08-18,pmunoza@gmail.com
24543265,Jose,Echeverria,jecheverriar@gmail.com,socio,True,False,2025-06-21,jecheverriar@gmail.com
21463219,Andrea,Echeverria,aecheverriad@gmail.com,socio,True,False,2025-05-14,aecheverriad@gmail.com
55359403,Andrea,Sanchez,asanchezf@gmail.com,socio,True,False,2024-05-27,asanchezf@gmail.com
43969546,Franco,Castillo,fcastilloa@gmail.com,socio,True,False,2024-11-26,fcastilloa@gmail.com
36448791,Martina,Martinez,mmartinezb@gmail.com,socio,True,False,2025-10-23,mmartinezb@gmail.com
19037824,Antonia,Vega,avegaf@gmail.com,socio,True,False,2024-12-12,avegaf@gmail.com
23274657,Maria,Alarcon,malarconv@gmail.com,socio,True,False,2025-05-14,malarconv@gmail.com
50804570,Laura,Castillo,lcastillol@gmail.com,socio,True,False,2024-03-16,lcastillol@gmail.com
97296533,Andrea,Bravo,abravos@gmail.com,socio,False,False,2024-03-18,abravos@gmail.com
48949068,Catalina,Miranda,cmirandas@gmail.com,socio,True,False,2025-08-10,cmirandas@gmail.com
63253760,Camila,Rodriguez,crodriguezc@gmail.com,socio,True,False,2025-05-16,crodriguezc@gmail.com
26200923,Valentina,Gonzalez,vgonzalezj@gmail.com,socio,True,False,2024-07-31,vgonzalezj@gmail.com
93118330,Mateo,Perez,mperezm@gmail.com,socio,True,False,2024-12-25,mperezm@gmail.com
62479633,Camila,Miranda,cmirandam@gmail.com,socio,True,False,2025-01-04,cmirandam@gmail.com
72189934,Laura,Ortiz,lortizp@gmail.com,socio,True,False,2023-12-28,lortizp@gmail.com
91426000,Elena,Bravo,ebravoc@gmail.com,socio,True,False,2025-01-29,ebravoc@gmail.com
52057772,Jose,Sanchez,jsanchezk@gmail.com,socio,True,False,2025-07-11,jsanchezk@gmail.com
23203527,Sofia,Juarez,sjuarezs@gmail.com,socio,False,False,2024-12-17,sjuarezs@gmail.com
64041715,Martina,Sanchez,msanchezr@gmail.com,socio,True,False,2025-03-08,msanchezr@gmail.com
11660253,Sebastian,Silva,ssilvak@gmail.com,socio,True,False,2025-02-20,ssilvak@gmail.com
20961980,Florencia,Fuentes,ffuentesg@gmail.com,socio,True,False,2025-06-15,ffuentesg@gmail.com
43975606,Hector,Garcia,hgarciae@gmail.com,socio,True,False,2024-08-27,hgarciae@gmail.com
73630865,Mateo,Garcia,mgarciar@gmail.com,socio,True,False,2025-06-20,mgarciar@gmail.com
95158534,Alonso,Martinez,amartineza@gmail.com,socio,False,False,2023-11-12,amartineza@gmail.com
73050907,Gabriel,Cruz,gcruzh@gmail.com,socio,True,False,2023-11-18,gcruzh@gmail.com
